"Variable" "Mean" "Standard Deviation"
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.128134958190288
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.128134958190288
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.128134958190288
"tBodyAccMag-mean()" -0.54822165976717 0.128134958190288
"tGravityAccMag-mean()" -0.54822165976717 0.128134958190288
"tBodyAccJerkMag-mean()" -0.649417950650692 0.128134958190288
"tBodyGyroMag-mean()" -0.60524856977632 0.128134958190288
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.128134958190288
"fBodyAcc-mean()-X" -0.622761658493734 0.128134958190288
"fBodyAcc-mean()-Y" -0.53749328145871 0.128134958190288
"fBodyAcc-mean()-Z" -0.665033506271952 0.128134958190288
"fBodyAccJerk-mean()-X" -0.656713524546605 0.128134958190288
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.128134958190288
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.128134958190288
"fBodyGyro-mean()-X" -0.672094306818974 0.128134958190288
"fBodyGyro-mean()-Y" -0.70621663959074 0.128134958190288
"fBodyGyro-mean()-Z" -0.644192752866115 0.128134958190288
"fBodyAccMag-mean()" -0.585962696268539 0.128134958190288
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.128134958190288
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.128134958190288
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.128134958190288
"tBodyAcc-mean()-X" 0.274347260646063 0.114409175563585
"tBodyAcc-mean()-Y" -0.0177434918458972 0.114409175563585
"tBodyAcc-mean()-Z" -0.108925032737064 0.114409175563585
"tGravityAcc-mean()-X" 0.669226222373046 0.114409175563585
"tGravityAcc-mean()-Y" 0.00403879092060517 0.114409175563585
"tGravityAcc-mean()-Z" 0.0921508600211059 0.114409175563585
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.114409175563585
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.114409175563585
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.114409175563585
"tBodyGyro-mean()-X" -0.0309824871713436 0.114409175563585
"tBodyGyro-mean()-Y" -0.0747194855994359 0.114409175563585
"tBodyGyro-mean()-Z" 0.088357304227173 0.114409175563585
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.114409175563585
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.114409175563585
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.114409175563585
"tBodyAccMag-mean()" -0.54822165976717 0.114409175563585
"tGravityAccMag-mean()" -0.54822165976717 0.114409175563585
"tBodyAccJerkMag-mean()" -0.649417950650692 0.114409175563585
"tBodyGyroMag-mean()" -0.60524856977632 0.114409175563585
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.114409175563585
"fBodyAcc-mean()-X" -0.622761658493734 0.114409175563585
"fBodyAcc-mean()-Y" -0.53749328145871 0.114409175563585
"fBodyAcc-mean()-Z" -0.665033506271952 0.114409175563585
"fBodyAccJerk-mean()-X" -0.656713524546605 0.114409175563585
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.114409175563585
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.114409175563585
"fBodyGyro-mean()-X" -0.672094306818974 0.114409175563585
"fBodyGyro-mean()-Y" -0.70621663959074 0.114409175563585
"fBodyGyro-mean()-Z" -0.644192752866115 0.114409175563585
"fBodyAccMag-mean()" -0.585962696268539 0.114409175563585
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.114409175563585
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.114409175563585
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.114409175563585
"tBodyAcc-mean()-X" 0.274347260646063 0.12889560784934
"tBodyAcc-mean()-Y" -0.0177434918458972 0.12889560784934
"tBodyAcc-mean()-Z" -0.108925032737064 0.12889560784934
"tGravityAcc-mean()-X" 0.669226222373046 0.12889560784934
"tGravityAcc-mean()-Y" 0.00403879092060517 0.12889560784934
"tGravityAcc-mean()-Z" 0.0921508600211059 0.12889560784934
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.12889560784934
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.12889560784934
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.12889560784934
"tBodyGyro-mean()-X" -0.0309824871713436 0.12889560784934
"tBodyGyro-mean()-Y" -0.0747194855994359 0.12889560784934
"tBodyGyro-mean()-Z" 0.088357304227173 0.12889560784934
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.12889560784934
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.12889560784934
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.12889560784934
"tBodyAccMag-mean()" -0.54822165976717 0.12889560784934
"tGravityAccMag-mean()" -0.54822165976717 0.12889560784934
"tBodyAccJerkMag-mean()" -0.649417950650692 0.12889560784934
"tBodyGyroMag-mean()" -0.60524856977632 0.12889560784934
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.12889560784934
"fBodyAcc-mean()-X" -0.622761658493734 0.12889560784934
"fBodyAcc-mean()-Y" -0.53749328145871 0.12889560784934
"fBodyAcc-mean()-Z" -0.665033506271952 0.12889560784934
"fBodyAccJerk-mean()-X" -0.656713524546605 0.12889560784934
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.12889560784934
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.12889560784934
"fBodyGyro-mean()-X" -0.672094306818974 0.12889560784934
"fBodyGyro-mean()-Y" -0.70621663959074 0.12889560784934
"fBodyGyro-mean()-Z" -0.644192752866115 0.12889560784934
"fBodyAccMag-mean()" -0.585962696268539 0.12889560784934
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.12889560784934
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.12889560784934
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.12889560784934
"tBodyAcc-mean()-X" 0.274347260646063 0.467093741712107
"tBodyAcc-mean()-Y" -0.0177434918458972 0.467093741712107
"tBodyAcc-mean()-Z" -0.108925032737064 0.467093741712107
"tGravityAcc-mean()-X" 0.669226222373046 0.467093741712107
"tGravityAcc-mean()-Y" 0.00403879092060517 0.467093741712107
"tGravityAcc-mean()-Z" 0.0921508600211059 0.467093741712107
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.467093741712107
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.467093741712107
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.467093741712107
"tBodyGyro-mean()-X" -0.0309824871713436 0.467093741712107
"tBodyGyro-mean()-Y" -0.0747194855994359 0.467093741712107
"tBodyGyro-mean()-Z" 0.088357304227173 0.467093741712107
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.467093741712107
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.467093741712107
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.467093741712107
"tBodyAccMag-mean()" -0.54822165976717 0.467093741712107
"tGravityAccMag-mean()" -0.54822165976717 0.467093741712107
"tBodyAccJerkMag-mean()" -0.649417950650692 0.467093741712107
"tBodyGyroMag-mean()" -0.60524856977632 0.467093741712107
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.467093741712107
"fBodyAcc-mean()-X" -0.622761658493734 0.467093741712107
"fBodyAcc-mean()-Y" -0.53749328145871 0.467093741712107
"fBodyAcc-mean()-Z" -0.665033506271952 0.467093741712107
"fBodyAccJerk-mean()-X" -0.656713524546605 0.467093741712107
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.467093741712107
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.467093741712107
"fBodyGyro-mean()-X" -0.672094306818974 0.467093741712107
"fBodyGyro-mean()-Y" -0.70621663959074 0.467093741712107
"fBodyGyro-mean()-Z" -0.644192752866115 0.467093741712107
"fBodyAccMag-mean()" -0.585962696268539 0.467093741712107
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.467093741712107
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.467093741712107
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.467093741712107
"tBodyAcc-mean()-X" 0.274347260646063 0.467093741712107
"tBodyAcc-mean()-Y" -0.0177434918458972 0.467093741712107
"tBodyAcc-mean()-Z" -0.108925032737064 0.467093741712107
"tGravityAcc-mean()-X" 0.669226222373046 0.467093741712107
"tGravityAcc-mean()-Y" 0.00403879092060517 0.467093741712107
"tGravityAcc-mean()-Z" 0.0921508600211059 0.467093741712107
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.467093741712107
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.467093741712107
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.467093741712107
"tBodyGyro-mean()-X" -0.0309824871713436 0.467093741712107
"tBodyGyro-mean()-Y" -0.0747194855994359 0.467093741712107
"tBodyGyro-mean()-Z" 0.088357304227173 0.467093741712107
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.467093741712107
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.467093741712107
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.467093741712107
"tBodyAccMag-mean()" -0.54822165976717 0.467093741712107
"tGravityAccMag-mean()" -0.54822165976717 0.467093741712107
"tBodyAccJerkMag-mean()" -0.649417950650692 0.467093741712107
"tBodyGyroMag-mean()" -0.60524856977632 0.467093741712107
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.467093741712107
"fBodyAcc-mean()-X" -0.622761658493734 0.467093741712107
"fBodyAcc-mean()-Y" -0.53749328145871 0.467093741712107
"fBodyAcc-mean()-Z" -0.665033506271952 0.467093741712107
"fBodyAccJerk-mean()-X" -0.656713524546605 0.467093741712107
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.467093741712107
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.467093741712107
"fBodyGyro-mean()-X" -0.672094306818974 0.467093741712107
"fBodyGyro-mean()-Y" -0.70621663959074 0.467093741712107
"fBodyGyro-mean()-Z" -0.644192752866115 0.467093741712107
"fBodyAccMag-mean()" -0.585962696268539 0.467093741712107
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.467093741712107
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.467093741712107
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.467093741712107
"tBodyAcc-mean()-X" 0.274347260646063 0.389494205866934
"tBodyAcc-mean()-Y" -0.0177434918458972 0.389494205866934
"tBodyAcc-mean()-Z" -0.108925032737064 0.389494205866934
"tGravityAcc-mean()-X" 0.669226222373046 0.389494205866934
"tGravityAcc-mean()-Y" 0.00403879092060517 0.389494205866934
"tGravityAcc-mean()-Z" 0.0921508600211059 0.389494205866934
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.389494205866934
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.389494205866934
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.389494205866934
"tBodyGyro-mean()-X" -0.0309824871713436 0.389494205866934
"tBodyGyro-mean()-Y" -0.0747194855994359 0.389494205866934
"tBodyGyro-mean()-Z" 0.088357304227173 0.389494205866934
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.389494205866934
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.389494205866934
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.389494205866934
"tBodyAccMag-mean()" -0.54822165976717 0.389494205866934
"tGravityAccMag-mean()" -0.54822165976717 0.389494205866934
"tBodyAccJerkMag-mean()" -0.649417950650692 0.389494205866934
"tBodyGyroMag-mean()" -0.60524856977632 0.389494205866934
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.389494205866934
"fBodyAcc-mean()-X" -0.622761658493734 0.389494205866934
"fBodyAcc-mean()-Y" -0.53749328145871 0.389494205866934
"fBodyAcc-mean()-Z" -0.665033506271952 0.389494205866934
"fBodyAccJerk-mean()-X" -0.656713524546605 0.389494205866934
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.389494205866934
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.389494205866934
"fBodyGyro-mean()-X" -0.672094306818974 0.389494205866934
"fBodyGyro-mean()-Y" -0.70621663959074 0.389494205866934
"fBodyGyro-mean()-Z" -0.644192752866115 0.389494205866934
"fBodyAccMag-mean()" -0.585962696268539 0.389494205866934
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.389494205866934
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.389494205866934
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.389494205866934
"tBodyAcc-mean()-X" 0.274347260646063 0.399709556285823
"tBodyAcc-mean()-Y" -0.0177434918458972 0.399709556285823
"tBodyAcc-mean()-Z" -0.108925032737064 0.399709556285823
"tGravityAcc-mean()-X" 0.669226222373046 0.399709556285823
"tGravityAcc-mean()-Y" 0.00403879092060517 0.399709556285823
"tGravityAcc-mean()-Z" 0.0921508600211059 0.399709556285823
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.399709556285823
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.399709556285823
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.399709556285823
"tBodyGyro-mean()-X" -0.0309824871713436 0.399709556285823
"tBodyGyro-mean()-Y" -0.0747194855994359 0.399709556285823
"tBodyGyro-mean()-Z" 0.088357304227173 0.399709556285823
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.399709556285823
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.399709556285823
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.399709556285823
"tBodyAccMag-mean()" -0.54822165976717 0.399709556285823
"tGravityAccMag-mean()" -0.54822165976717 0.399709556285823
"tBodyAccJerkMag-mean()" -0.649417950650692 0.399709556285823
"tBodyGyroMag-mean()" -0.60524856977632 0.399709556285823
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.399709556285823
"fBodyAcc-mean()-X" -0.622761658493734 0.399709556285823
"fBodyAcc-mean()-Y" -0.53749328145871 0.399709556285823
"fBodyAcc-mean()-Z" -0.665033506271952 0.399709556285823
"fBodyAccJerk-mean()-X" -0.656713524546605 0.399709556285823
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.399709556285823
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.399709556285823
"fBodyGyro-mean()-X" -0.672094306818974 0.399709556285823
"fBodyGyro-mean()-Y" -0.70621663959074 0.399709556285823
"fBodyGyro-mean()-Z" -0.644192752866115 0.399709556285823
"fBodyAccMag-mean()" -0.585962696268539 0.399709556285823
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.399709556285823
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.399709556285823
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.399709556285823
"tBodyAcc-mean()-X" 0.274347260646063 0.276514503019
"tBodyAcc-mean()-Y" -0.0177434918458972 0.276514503019
"tBodyAcc-mean()-Z" -0.108925032737064 0.276514503019
"tGravityAcc-mean()-X" 0.669226222373046 0.276514503019
"tGravityAcc-mean()-Y" 0.00403879092060517 0.276514503019
"tGravityAcc-mean()-Z" 0.0921508600211059 0.276514503019
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.276514503019
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.276514503019
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.276514503019
"tBodyGyro-mean()-X" -0.0309824871713436 0.276514503019
"tBodyGyro-mean()-Y" -0.0747194855994359 0.276514503019
"tBodyGyro-mean()-Z" 0.088357304227173 0.276514503019
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.276514503019
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.276514503019
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.276514503019
"tBodyAccMag-mean()" -0.54822165976717 0.276514503019
"tGravityAccMag-mean()" -0.54822165976717 0.276514503019
"tBodyAccJerkMag-mean()" -0.649417950650692 0.276514503019
"tBodyGyroMag-mean()" -0.60524856977632 0.276514503019
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.276514503019
"fBodyAcc-mean()-X" -0.622761658493734 0.276514503019
"fBodyAcc-mean()-Y" -0.53749328145871 0.276514503019
"fBodyAcc-mean()-Z" -0.665033506271952 0.276514503019
"fBodyAccJerk-mean()-X" -0.656713524546605 0.276514503019
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.276514503019
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.276514503019
"fBodyGyro-mean()-X" -0.672094306818974 0.276514503019
"fBodyGyro-mean()-Y" -0.70621663959074 0.276514503019
"fBodyGyro-mean()-Z" -0.644192752866115 0.276514503019
"fBodyAccMag-mean()" -0.585962696268539 0.276514503019
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.276514503019
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.276514503019
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.276514503019
"tBodyAcc-mean()-X" 0.274347260646063 0.420794621128506
"tBodyAcc-mean()-Y" -0.0177434918458972 0.420794621128506
"tBodyAcc-mean()-Z" -0.108925032737064 0.420794621128506
"tGravityAcc-mean()-X" 0.669226222373046 0.420794621128506
"tGravityAcc-mean()-Y" 0.00403879092060517 0.420794621128506
"tGravityAcc-mean()-Z" 0.0921508600211059 0.420794621128506
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.420794621128506
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.420794621128506
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.420794621128506
"tBodyGyro-mean()-X" -0.0309824871713436 0.420794621128506
"tBodyGyro-mean()-Y" -0.0747194855994359 0.420794621128506
"tBodyGyro-mean()-Z" 0.088357304227173 0.420794621128506
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.420794621128506
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.420794621128506
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.420794621128506
"tBodyAccMag-mean()" -0.54822165976717 0.420794621128506
"tGravityAccMag-mean()" -0.54822165976717 0.420794621128506
"tBodyAccJerkMag-mean()" -0.649417950650692 0.420794621128506
"tBodyGyroMag-mean()" -0.60524856977632 0.420794621128506
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.420794621128506
"fBodyAcc-mean()-X" -0.622761658493734 0.420794621128506
"fBodyAcc-mean()-Y" -0.53749328145871 0.420794621128506
"fBodyAcc-mean()-Z" -0.665033506271952 0.420794621128506
"fBodyAccJerk-mean()-X" -0.656713524546605 0.420794621128506
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.420794621128506
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.420794621128506
"fBodyGyro-mean()-X" -0.672094306818974 0.420794621128506
"fBodyGyro-mean()-Y" -0.70621663959074 0.420794621128506
"fBodyGyro-mean()-Z" -0.644192752866115 0.420794621128506
"fBodyAccMag-mean()" -0.585962696268539 0.420794621128506
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.420794621128506
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.420794621128506
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.420794621128506
"tBodyAcc-mean()-X" 0.274347260646063 0.481681850416162
"tBodyAcc-mean()-Y" -0.0177434918458972 0.481681850416162
"tBodyAcc-mean()-Z" -0.108925032737064 0.481681850416162
"tGravityAcc-mean()-X" 0.669226222373046 0.481681850416162
"tGravityAcc-mean()-Y" 0.00403879092060517 0.481681850416162
"tGravityAcc-mean()-Z" 0.0921508600211059 0.481681850416162
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.481681850416162
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.481681850416162
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.481681850416162
"tBodyGyro-mean()-X" -0.0309824871713436 0.481681850416162
"tBodyGyro-mean()-Y" -0.0747194855994359 0.481681850416162
"tBodyGyro-mean()-Z" 0.088357304227173 0.481681850416162
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.481681850416162
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.481681850416162
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.481681850416162
"tBodyAccMag-mean()" -0.54822165976717 0.481681850416162
"tGravityAccMag-mean()" -0.54822165976717 0.481681850416162
"tBodyAccJerkMag-mean()" -0.649417950650692 0.481681850416162
"tBodyGyroMag-mean()" -0.60524856977632 0.481681850416162
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.481681850416162
"fBodyAcc-mean()-X" -0.622761658493734 0.481681850416162
"fBodyAcc-mean()-Y" -0.53749328145871 0.481681850416162
"fBodyAcc-mean()-Z" -0.665033506271952 0.481681850416162
"fBodyAccJerk-mean()-X" -0.656713524546605 0.481681850416162
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.481681850416162
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.481681850416162
"fBodyGyro-mean()-X" -0.672094306818974 0.481681850416162
"fBodyGyro-mean()-Y" -0.70621663959074 0.481681850416162
"fBodyGyro-mean()-Z" -0.644192752866115 0.481681850416162
"fBodyAccMag-mean()" -0.585962696268539 0.481681850416162
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.481681850416162
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.481681850416162
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.481681850416162
"tBodyAcc-mean()-X" 0.274347260646063 0.358853083334195
"tBodyAcc-mean()-Y" -0.0177434918458972 0.358853083334195
"tBodyAcc-mean()-Z" -0.108925032737064 0.358853083334195
"tGravityAcc-mean()-X" 0.669226222373046 0.358853083334195
"tGravityAcc-mean()-Y" 0.00403879092060517 0.358853083334195
"tGravityAcc-mean()-Z" 0.0921508600211059 0.358853083334195
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.358853083334195
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.358853083334195
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.358853083334195
"tBodyGyro-mean()-X" -0.0309824871713436 0.358853083334195
"tBodyGyro-mean()-Y" -0.0747194855994359 0.358853083334195
"tBodyGyro-mean()-Z" 0.088357304227173 0.358853083334195
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.358853083334195
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.358853083334195
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.358853083334195
"tBodyAccMag-mean()" -0.54822165976717 0.358853083334195
"tGravityAccMag-mean()" -0.54822165976717 0.358853083334195
"tBodyAccJerkMag-mean()" -0.649417950650692 0.358853083334195
"tBodyGyroMag-mean()" -0.60524856977632 0.358853083334195
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.358853083334195
"fBodyAcc-mean()-X" -0.622761658493734 0.358853083334195
"fBodyAcc-mean()-Y" -0.53749328145871 0.358853083334195
"fBodyAcc-mean()-Z" -0.665033506271952 0.358853083334195
"fBodyAccJerk-mean()-X" -0.656713524546605 0.358853083334195
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.358853083334195
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.358853083334195
"fBodyGyro-mean()-X" -0.672094306818974 0.358853083334195
"fBodyGyro-mean()-Y" -0.70621663959074 0.358853083334195
"fBodyGyro-mean()-Z" -0.644192752866115 0.358853083334195
"fBodyAccMag-mean()" -0.585962696268539 0.358853083334195
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.358853083334195
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.358853083334195
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.358853083334195
"tBodyAcc-mean()-X" 0.274347260646063 0.389994623739824
"tBodyAcc-mean()-Y" -0.0177434918458972 0.389994623739824
"tBodyAcc-mean()-Z" -0.108925032737064 0.389994623739824
"tGravityAcc-mean()-X" 0.669226222373046 0.389994623739824
"tGravityAcc-mean()-Y" 0.00403879092060517 0.389994623739824
"tGravityAcc-mean()-Z" 0.0921508600211059 0.389994623739824
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.389994623739824
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.389994623739824
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.389994623739824
"tBodyGyro-mean()-X" -0.0309824871713436 0.389994623739824
"tBodyGyro-mean()-Y" -0.0747194855994359 0.389994623739824
"tBodyGyro-mean()-Z" 0.088357304227173 0.389994623739824
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.389994623739824
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.389994623739824
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.389994623739824
"tBodyAccMag-mean()" -0.54822165976717 0.389994623739824
"tGravityAccMag-mean()" -0.54822165976717 0.389994623739824
"tBodyAccJerkMag-mean()" -0.649417950650692 0.389994623739824
"tBodyGyroMag-mean()" -0.60524856977632 0.389994623739824
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.389994623739824
"fBodyAcc-mean()-X" -0.622761658493734 0.389994623739824
"fBodyAcc-mean()-Y" -0.53749328145871 0.389994623739824
"fBodyAcc-mean()-Z" -0.665033506271952 0.389994623739824
"fBodyAccJerk-mean()-X" -0.656713524546605 0.389994623739824
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.389994623739824
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.389994623739824
"fBodyGyro-mean()-X" -0.672094306818974 0.389994623739824
"fBodyGyro-mean()-Y" -0.70621663959074 0.389994623739824
"fBodyGyro-mean()-Z" -0.644192752866115 0.389994623739824
"fBodyAccMag-mean()" -0.585962696268539 0.389994623739824
"fBodyBodyAccJerkMag-mean()" -0.620789916331592 0.389994623739824
"fBodyBodyGyroMag-mean()" -0.697411069729937 0.389994623739824
"fBodyBodyGyroJerkMag-mean()" -0.779767633083527 0.389994623739824
"tBodyAcc-mean()-X" 0.274347260646063 0.407300107685122
"tBodyAcc-mean()-Y" -0.0177434918458972 0.407300107685122
"tBodyAcc-mean()-Z" -0.108925032737064 0.407300107685122
"tGravityAcc-mean()-X" 0.669226222373046 0.407300107685122
"tGravityAcc-mean()-Y" 0.00403879092060517 0.407300107685122
"tGravityAcc-mean()-Z" 0.0921508600211059 0.407300107685122
"tBodyAccJerk-mean()-X" 0.0789381220355816 0.407300107685122
"tBodyAccJerk-mean()-Y" 0.0079481069090025 0.407300107685122
"tBodyAccJerk-mean()-Z" -0.00467469823628666 0.407300107685122
"tBodyGyro-mean()-X" -0.0309824871713436 0.407300107685122
"tBodyGyro-mean()-Y" -0.0747194855994359 0.407300107685122
"tBodyGyro-mean()-Z" 0.088357304227173 0.407300107685122
"tBodyGyroJerk-mean()-X" -0.0967092754729682 0.407300107685122
"tBodyGyroJerk-mean()-Y" -0.0423181079782632 0.407300107685122
"tBodyGyroJerk-mean()-Z" -0.0548303497968374 0.407300107685122
"tBodyAccMag-mean()" -0.54822165976717 0.407300107685122
"tGravityAccMag-mean()" -0.54822165976717 0.407300107685122
"tBodyAccJerkMag-mean()" -0.649417950650692 0.407300107685122
"tBodyGyroMag-mean()" -0.60524856977632 0.407300107685122
"tBodyGyroJerkMag-mean()" -0.762137610987416 0.407300107685122
"fBodyAcc-mean()-X" -0.622761658493734 0.407300107685122
"fBodyAcc-mean()-Y" -0.53749328145871 0.407300107685122
"fBodyAcc-mean()-Z" -0.665033506271952 0.407300107685122
"fBodyAccJerk-mean()-X" -0.656713524546605 0.407300107685122
"fBodyAccJerk-mean()-Y" -0.628961179980356 0.407300107685122
"fBodyAccJerk-mean()-Z" -0.743608246170053 0.407300107685122
"fBodyGyro-mean()-X" -0.672094306818974 0.407300107685122
"fBodyGyro-mean()-Y" -0.70621663959074 0.407300107685122
"fBodyGyro-mean()-Z" -0.644192752866115 0.407300107685122
